open,high,low,close,volume,amount,timestamps
795.74,814.42,790.74,810.74,28602,23188785.48,2019-08-20
810.84,817.71,802.4,806.74,25067,20222551.580000002,2019-08-21
813.73,844.74,810.74,844.74,37591,31754621.34,2019-08-22
845.74,874.3,836.36,870.84,40192,35000801.28,2019-08-23
853.74,868.74,837.42,843.69,48498,40917277.620000005,2019-08-26
857.74,872.05,849.74,849.74,52164,44325837.36,2019-08-27
849.74,863.93,823.75,840.85,47010,39528358.5,2019-08-28
845.74,858.92,833.24,853.84,29330,25043127.2,2019-08-29
865.74,886.74,863.74,882.74,44891,39627081.34,2019-08-30
880.73,885.72,869.74,879.5,28234,24831803.0,2019-09-02
880.74,891.76,869.3,880.74,29485,25968618.9,2019-09-03
881.54,883.65,860.85,865.75,33600,29089200.0,2019-09-04
869.74,885.64,868.74,884.74,32931,29135372.94,2019-09-05
885.24,886.89,871.74,883.23,26177,23120311.71,2019-09-06
885.74,888.74,875.74,877.26,29379,25773021.54,2019-09-09
875.04,875.74,860.75,864.59,26227,22675601.93,2019-09-10
859.96,860.71,808.74,810.26,81717,66212016.42,2019-09-11
806.74,850.72,806.74,839.74,41211,34606525.14,2019-09-12
823.74,844.69,823.74,839.74,31372,26344323.28,2019-09-16
834.74,847.4,827.74,834.75,25197,21033195.75,2019-09-17
849.24,890.74,848.92,889.64,69314,61664506.96,2019-09-18
888.74,890.74,877.84,885.74,24480,21682915.2,2019-09-19
891.74,900.74,888.33,898.16,37627,33795066.32,2019-09-20
897.74,897.74,871.74,889.74,30026,26715333.240000002,2019-09-23
895.74,925.64,892.74,924.74,36269,33539395.06,2019-09-24
920.74,929.61,911.24,914.74,24025,21976628.5,2019-09-25
915.68,924.09,899.55,907.74,26082,23675674.68,2019-09-26
904.74,923.74,893.74,915.49,22827,20897890.23,2019-09-27
903.74,910.17,890.74,890.74,30825,27457060.5,2019-09-30
